# Bundesland;Name des Betriebs ;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH;CP;SH;CP;GHE;CP;MM;MP;MSM;PP;CC;PP;CC;PP;CC;PP;CC;PP;CC;PP;EPC;LEP;PP;AH;FV;ZV;FFPP;PP;WM;PC;DC;PP;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;
NW;Murkel e. V.;Frankfurter Straße 86-88;53721 Siegburg;;NW 70354;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
NW;Partyservice Sharks Party Time, Tanja Bernhagen;Unterstraße 9 9;53859 Niederkassel;;NW 70365;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
NW;Eduard Schmidt;Weststraße 56a;51643 Gummersbach;;NW 70379;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Wörmketal Frischei Lothar Altenbernd;Im Busch 10;32676 Lügde;;NW 20129;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Polat Fleisch GmbH;Landwehr 65;46514 Schermbeck;;NW 40106;;;;;;;;A;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Wendelin Schwarz;Zum Schlicksacker 4;50170 Kerpen-Biur;;NW 70367;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Spital Waldshut GmbH;Kaiserstraße 97-101;79761 Waldshut-Tiengen;;BW 58056;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NI;Landschlachterei Pröhl;Wiesenweg 9;21406 Melbeck;;NI 10986;;;;;;;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
RP;Metzgerei - Imbiss Schmitz;Kelbergerstraße 2;56766 Ulmen;;RP 06008;;;;;S, B, O, P, C;S, B, O, P, C;;;;R, fG;wL, wU, wG, wA;wL, wU, wG, wA;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei & Partyservice Ferdinand Hess GmbH;Heimkirchner Straße 8;67700 Niederkirchen;;RP 13004;;;;;S, B, O, P, C;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei & Partyservice Schroer & Sohn GmbH;Busenhübel 1;67685 Weilerbach;;RP 13005;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Alfred Monschauer;Bahnstraße 48;56743 Mendig;;RP 15033;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Armin Kraus;Johannisstraße 11;67697 Otterberg;;RP 13016;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Bergold;Burgstraße 15a;67157 Wachenheim;;RP 08012;;;;;S, O, C;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Werwie's Wild und Feinkost;Wisportstraße 4;54295 Trier;;RP 33004;;;;;;;;;;;wL, wU, wG, wA;wL, wU, wG, wA;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Westerwald-Fleisch Mink und Wüst GmbH;In den Erlen 1;56206 Hilgert;;RP 24014;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C;S, B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Westpfalz-Klinikum GmbH;Hellmut-Hartert-Staße 1;67655 Kaiserslautern;;RP 26008;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Wildzerlegebetrieb Bernd Balder;Hauptstraße 22;67744 Medard;;RP 14011;;;;;;;;;fG, R;fG, R;wU, wA, wG, wL;wU, wA, wG, wL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wilfried Gass;Kirchheimbolander Straße 2;67814 Dannenfels;;RP 12009;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Willi Becker;Neugasse 6;67822 Finkenbach-Gersweiler;;RP 12004;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wirtschaftsdienste Heinrich-Haus gGmbH, Berufsbildungswerk;Stiftstraße 1b;56566 Neuwied;;RP 17032;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
RP;Wolfgang Bartmann;Mainzer Straße 63;56322 Spay;;RP 15020;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Wolfgang Häbel;Neuer Weg 6;57642 Alpenrod;;RP 24020;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Wurstküche Müller;Rheinstraße 29;56242 Selters (Westerwald);;RP 24013;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Yilmaz Fleischgroßhandel;Kirschweg 1;67346 Speyer;;RP 32001;;;;;;B, O, C;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Zentrum für Arbeit und Bildung Frankenthal gGmbH;Haydenstraße 5;67227 Frankenthal;;RP 25003;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
SH;Glück auf, (DEU 400610101), Inh.: Thomas Semrau;Lehnsmann-Siercks-Straße   60;25832 Tönning;;SH 00354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Alk (DEU 001390300), Inh.: Dieter Denker;Schifferstraße   15;25938 Wyk auf Föhr;;SH 00380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Annemarie, (DEU 500560108), Inh.: Dennis Ronnebeck;Rungholtweg   4;25849 Pellworm;;SH 00363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Columbus, (DEU 504370108), Inh.: Hermann Orth;Rungholtweg  7;25849 Pellworm;;SH 00349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Dein Friesenei;Otzhusum  21a;25927 Neukirchen;;SH 00075;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;Jan, Inh.: Dirk Ovens;Lehnsmann-Siercks-Straße   40;25832 Tönning;;SH 00381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
HE;Fleischerei Peter Kanngießer;Finkenstraße 2;36199 Rotenburg a.d. Fulda;;HE 30204;;;;;B, P;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Hubert Schmidt;Nisterstraße 4;56479 Nister;;RP 24026;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HB;DIF Gerhard Küpers GmbH & Co KG;Schragestraße  1;28239 Bremen;;HB 00176;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
NI;Ralph Wilding;Wenzinger Straße 16;29699 Bomlitz;;NI 15230;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Andree Cordes;Dorfstraße 11;27412 Bülstedt;;NI 15228;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;Hofgemeinschaft Arpshof GmbH & Co. KG - Betriebszweig Landwirtschaft;Schulberg 6;21279 Wenzendorf;;NI 15229;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Käsehütt'n Penzberg;Frauenhoferstraße 12;82377 Penzberg;;BY 13018;;X;X;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;
BY;Berufliches Schulzentrum Sulzbach-Rosenberg (Staatliche Berufsschule);Neumarkter Straße 10;92230 Sulzbach-Rosenberg;;BY 30584;;;;;;B, P;;;;fG;wA, wL, wU, wG;wA, wL, wU, wG;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Herta Nothaas;Obernried 13;93494 Waffenbrunn;;BY 30583;;;;;;;;;fG;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST;Ratsherren-Speisen GmbH;Polysiusstraße  1;06847 Dessau-Roßlau;;ST 00291;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
ST;Stutenmilchhof Dirk Freudenhagen;Dorfstraße 14;39319 Jerichow;;ST 00297;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;
ST;SALUS-Service GmbH - Betriebsteil Bernburg;Olga-Benario-Straße  16-18;06406 Bernburg (Saale);;ST 00294;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BB;Lohn- und Gewerbeschlachtung Erdmann Christinendorf;Christinendorfer Allee  16;14959 Trebbin;;BB 72025;;;;;B, O, P, C;B, O, P, C;;;;;wL, wU, wG, wA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Landmetzgerei Mattes;Lahm 30;96352 Wilhelmsthal;;BY 40379;;;;;;B, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Kasaba Döner Produktion GmbH;Werkstraße 2;89290 Buch;;BY 70652;;;;;;B;;;;;;;B, A;B, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Ritter - Hilprand - Hof, Luis Bojani;Köglweg 5;82024 Taufkirchen;;BY 10746;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;
BY;Roland Kempfle;Buchhof 1;86875 Waalhaupten;;BY 70653;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
RP;Metzgerei Böller;Hoppelgasse 2;76764 Rheinzabern;;RP 10005;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Conrad Borck;Schloßstraße und Gärtnerstraße 40-56;66953 Pirmasens;;RP 31001;;;;;;B, O, P, C;;;;;;wL, wU, wG, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Dieter Clauß;Hauptstraße 5;55234 Ober-Flörsheim;;RP 03006;;;;;;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Dieter Vogt;Langgasse 181a;67454 Hassloch;;RP 08007;;;;;;S, B, O, P, C;;A, L;;;wL, wU, wG, wA;wL, wU, wG, wA;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Engelbert;Heerstraße 115;56329 St. Goar;;RP 19005;;;;;S, B, O, P, C;S, B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Fred Willrich Partyservice & Selbstvermarktung;Schulstraße 2;67734 Sulzbachtal;;RP 13008;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Nantiane, Inh.: Lars Friedrichsen, Heimathafen: Hallig Hooge;Tammensiel   1;25849 Pellworm;;SH 00361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Catering/Großküche;;;;
SH;Simone, Inh.: Bruno Semrau;Am Hafen  19;25832 Tönning;;SH 00383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Adolf Mohr & Sohn Inh. Reimer Mohr;Heidrade  4a;25485 Bilsen;;SH 00205;;;;;S, B, O;S, B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Andresen;Moorredder   24;24884 Selk;;SH 00332;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;Angela Engel;Buschröh  1;25885 Wester-Ohrstedt;;SH 00130;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;Behrend Jessen;Schulstraße   1;25862 Joldelund;;SH 00249;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Björn Harders;Dammstedter Weg  4;24808 Jevenstedt;;SH 00271;;;;;B, P;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;BÜS 5 Yvonne, Inh.: Wolfgang Schülke,;Deichhausener Straße  29;25761 Büsum;;SH 00323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Carsten Lassen;Neu Oersberg   3;24407 Oersberg;;SH 00078;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;Dethard Staar;Förstereiweg  9;24358 Ascheffel;;SH 00270;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Dimen GmbH;Ellerauer Straße  30;25451 Quickborn;;SH 00052;;;;;;B, O;;A;;;;;;B, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Dithmarscher Katenrauch Hans A. Liebing GmbH & Co. KG;Max-Weber-Straße  18;25451 Quickborn;;SH 00275;;X;X;;;;;;;;;;B, P;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Dührkop Fleischwaren GmbH;Mühlenweg  2;23847 Lasbek;;SH 00003;;;;;;;;;;;;;B, P;B, O, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Eierhof Tackmann GmbH;Bast   28;24649 Fuhlendorf;;SH 00303;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;Eierpackstelle Carsten Möller;Floggensee   21;23843 Neritz;;SH 00414;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
SH;La Paloma, Inh.: Helmut Kamischke, Heimathafen: Tümlauerkoog;Südergeest   13;25881 Tating;;SH 00387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;Catering/Großküche;;;;
SH;Maja, (DEU 001350300), Inh.: Stefan Koch;Seegarden   3;25849 Pellworm;;SH 00358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Ernst Buchholz u. Sohn KG;Ohmstraße  19;23566 Lübeck;;SH 00397;;;;;;B, P;;;;;;;;P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Landschlachterei Theresienhof GbR;Am Ziegelbusch  2;24306 Theresienhof;;SH 00225;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei im Fegro-Großhandelsmarkt;Gutenbergring 2-6 und 10-12;22848 Norderstedt;;SH 00129;;;;;;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;HUS 18 Friesland, DEU 500380102; Eigner Steven Wilhelm;Hammchaussee 12;25845 Nordstrand;;SH 00126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;HUS 19 Marion, Inh.: Thorsten Laß;Hauke-Haien-Ring  30;25813 Husum;;SH 00124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;SU 6 Ostpreußen, Inh.: Sönke Hansen;Mittelhever Straße  10;25813 Husum;;SH 00125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
BY;Catering Biomarkt Lauf GmbH;Simonshoferstraße 5;91207 Lauf a.d.Pegnitz;;BY 50485;;;;;;;;;;;;;;;;mp;;;;;;;;;;B;;X;X;;;;;X;;;;;;Catering/Großküche;;;;
SN;Jürgen Hertel;Karl-Marx-Siedlung  56;08134 Wildenfels OT Wiesenburg;;SN 10651;;;;;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NI;Restaurant Zum Krug Catering Service Dr. Eisenbart;Am Felde 1;34346 Hann. Münden;;NI 10946;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
HE;Ralf Müller;Hinterlandstraße 25;35239 Steffenberg;;HE 20300;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Evangelische Heimstiftung GmbH - Robert-Breuning-Stift;Bülzenstraße 3;74354 Besigheim;;BW 16103;;X;X;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Thorsten Merzbach;Hauptstraße 37;53359 Rheinbach;;NW 70164;;;;;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Metzgerei Demirbas;Rondorfer Straße 13;50321 Brühl;;NW 70114;;;;;B, C, O, P, S;B, C, O, P, S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerfachgeschäft Elmar Schmitz;Lindenstraße 19a;50181 Bedburg;;NW 70128;;;;;B, C, O, P, S;B, C, O, P, S;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Seniorenresidenz Christinapark;Venloer Straße 572;50259 Pulheim;;NW 70125;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Schlachtbetrieb Heiner Valder;Wiehbachhof 1;50126 Bergheim;;NW 70133;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Biolandhof Krieger;Am Teichberg 1;37688 Beverungen;;NW 20126;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NI;H. Kemper GmbH & Co. KG - Werk BrüKo;Hauptstraße 2;49638 Nortrup;;NI 11727;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SL;Dostlar Convenience Food GmbH;Gewerbepark Klinkenthal  16;66578 Schiffweiler;;SL 00016;;;;;;;;;;;;;;B, C, O, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BY;Michael Friedinger;Kempfenhauser Straße 7;82335 Berg;;BY 17122;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BY;Eiergroßhandel und Eiprodukte Maximilian Eser;Streifl 10;83556 Griesstätt;;BY 17120;;X;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
NW;Raphaelsklinik Münster GmbH;Loerstraße 23;48143 Münster;;NW 90209;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
NW;Fleischerei-Partyservice Hermann Meier;Teckelschlaut 11;48324 Sendenhorst;;NW 90230;;;;;;B, C, O, P;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;BeverCool GmbH & Co KG;Vossko-Allee 1;48346 Ostbevern;;NW 90191;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Fleischerei E. Bellendorf GmbH;Recklinghäuser Straße 18;46282 Dorsten;;NW 90142;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NW;Haus St. Hedwig;Am Hedwigsheim 9;49479 Ibbenbüren;;NW 90231;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
RP;Metzgerei Friedrich GmbH;Landskronerstraße 83;53474 Bad Neuenahr-Ahrweiler;;RP 02011;;;;;B, P;B, P;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Gemmer;Miehlener Straße 8;56357 Ruppertshofen;;RP 09018;;;;;;B, P;;A, L;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Georg;Trierer Straße 56;55767 Brücken;;RP 04018;;;;;B, O, P, C;B, P;;;;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Hach GmbH;Jahnstraße 32-34;67659 Kaiserslautern;;RP 26003;;;;;;;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Hans Born;General-Kullmer-Straße 8;67278 Bockenheim;;RP 08030;;;;;;S, B, O, P, C;;A, L;;;;;S, B, O, P, C, A, L, fG, wL, R, wU, wA;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Harald Baitinger;Große Fischergasse 7;55283 Nierstein;;RP 16006;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RP;Metzgerei Harth;Portstraße 14;55271 Stadecken-Elsheim;;RP 16003;;;;;B, P;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Kai und Jens Lütje GbR;Markt  19;24331 Lütjenburg;;SH 00222;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Gunter Hartwich;Mittelstraße  4;24817 Tetenhusen;;SH 00106;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Bracker Inh. Andrè Bracker;Heintzestraße  24;24583 Bordesholm;;SH 00272;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Butter;Kalte Weide  15-17;24641 Stuvenborn;;SH 00182;;;;;;P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Fachgeschäft Manfred Schröder;Kieler Straße  52;25551 Hohenlockstedt;;SH 00163;;;;;P;B, O, P;;;;fG;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Helge Dethlefsen;Uasterstigh  6;25946 Nebel;;SH 00254;;;;;B, O;;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Kröger;Schuhstraße  67;23758 Oldenburg in Holstein;;SH 00276;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei  Groth;Lauenburger Straße  10;21516 Müssen;;SH 00283;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Schmidt, Inh. Michael Schaper;Meiereistraße  2;21493 Schwarzenbek;;SH 00284;;;;;;B, O, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Tonn GbR;Möllner Straße  13;21541 Büchen;;SH 00164;;;;;B, O, P, C;B, O, P, C;;;;;;;B, O, P, C;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Werner Einfeld & Sohn;Dorfstraße  42;24625 Negenharrie;;SH 00273;;;;;B, O, P;B, O, P;;;;;wU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Fleischerei Wiese e. K.;Bahnhofstraße  4;24392 Süderbrarup;;SH 00113;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;SD 13 Antares, (DEU 400340107), Inh.: Jan Claußen;Am Sportplatz  25;25718 Friedrichskoog;;SH 00135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;SD 34 Keen Tied, (DEU 400510107), Inh.: Rolf Harders;Fischersiedlung  17;25718 Friedrichskoog;;SH 00137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;
SH;Fleischer-Einkauf AG;Emma-Ihrer-Straße  4-6;23843 Bad Oldesloe;;SH 00198;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH;Flensburger Fischmarkt oHG;Ballastkai  6;24937 Flensburg;;SH 00117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
NW;Julius Karrengarn;Neustraße 3-5;48167 Münster;;NW 90208;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
HE;ARAMARK GmbH i. Hs. E.ON Facility Management GmbH;Hanauer Landstraße 150;63538 Großkrotzenburg;;HE 10062;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;
BY;Ludwig Reil;Dirnaich 1;84329 Wurmannsquick;;BY 20410;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;
BW;Teigwarenfabrik Deuringer;Mühlenweg 4;79279 Reute;;BW 05058;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BW;Triller Haus- und Partyservice;Hirschstraße 24;76297 Stutensee;;BW 33052;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BW;Sonnenbühler Frischmenü-Service ;Melchinger Straße 17/1;72820 Sonnenbühl;;BW 74050;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;
BW;Gourmandiserie, Oda Pfüller;Untergarten 15;77966 Kappel-Grafenhausen;;BW 54506;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
BW;Überlinger Nudelmanufaktur;Gartenstrasse 7;88662 Überlingen;;BW 07120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
BW;Heidelberg Catering Services GmbH (Feil, Andreas);Gutenbergring 1;69168 Wielsoch;;BW 36075;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;
BW;Haas Adolf;Elmlisberg 3;77709 Wolfach;;BW 54014;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Schwarzwälder Metzgerei Birk;Renchtalstraße 8;77728 Oppenau;;BW 54202;;;;;;B, P;;;;;;;;B, P, A;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BW;Landmetzgerei Kornmaier;Hauptstraße 33;77781 Biberach;;BW 54026;;;;;B, P, O;;;;fG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
