Resultat der Anfrage

Treffer: 3570
Sektion 0 285 Treffer

Bew.Nr.;BURNR;Name;Strasse;PLZ;Ort/Kanton;Kategorie;weitere Aktivitäten;Spezies;Bem.;
63431277;63431277;Alp- & Milchverwertungs-Genossenschaft;Flensa 304;7112;Seewis Dorf GR;CC;;B;;
63450463;63450463;Milchsammelstelle Sörenberg;Rothornstrasse 20;6174;Sörenberg LU;CC;;B;;
63452869;63452869;Milchsammelstelle Gibel;Effenhalten 9;6072;Sachseln OW;CC;;B, C, O, S;;
63463415;63463415;Milchsammelstelle Weberen;Webern ;9108;Gonten AI;CC;;B;;
63468701;63468701;Milchsammelstelle Enggenhütten;Lindenstrasse 10;9054;Haslen AI AI;CC;;B;;
63474642;63474642;Milchsammelstelle Sonne;Sonne ;9050;Appenzell AI;CC;;B;;
63479352;63479352;Milchsammelstelle Aeschiried;Mooshaselen ;3703;Aeschiried BE;CC;;B;;
63491983;63491983;Milchsammelstelle Schlatt;Stockerers / Schlatt ;9050;Appenzell AI;CC;;B;;
63495553;63495553;Milchsammelselle Schürmatt;Schürmatt ;6383;Dallenwil NW;CC;;B;;
63543772;63543772;Milchproduzentengesellschaft Degen / Vattiz; ;7146;Vattiz GR;CC;;B;;
63588375;82302729;Latteria Sociale; ;6720;Campo (Blenio) TI;CC;;B;;
63588417;82252104;Latteria Sociale Ponte Valentino; ;6724;Ponto Valentino TI;CC;;B;;
63637383;63637383;Milchsammelstelle Linden-Eriz; ;3619;Eriz BE;CC;;B;;
63700417;63700417;Milchsammelstelle Kalchstätten;Käserei Kalchstätten ;3158;Guggisberg BE;CC;;B;;
63706335;63706335;Milchsammelstelle Wolfwil;Hauptstrasse 32;4628;Wolfwil SO;CC;;B;;
63805522;63805522;Genossenschaft Augstbordkäserei; ;3946;Turtmann VS;PP;;B;;
63840396;63840396;Milchsammelstelle Häutligen; ;3510;Häutligen BE;CC;;B;;
63920528;63920528;Milchsammelstelle Oberbottigen;Oberbottigenweg 29;3019;Bern BE;CC;;B;;
63960735;63960735;Milchsammelstelle;Milchzentrale ;6467;Schattdorf UR;CC;;B;;
63976520;63976520;Milchsammelstelle Kaufdorf;Moosstrasse 44;3126;Kaufdorf BE;CC;;B;;
64019062;64019062;Bio-Bergkäserei Goms;Furkastrasse ;3998;Gluringen VS;PP;;B, C;;
64123218;64123218;Alpgemeins. Müllerschwand Riederalp;Beim See ;3854;Oberried am Brienzersee BE;PP;;B, C, O;;
64175127;64175127;Société des Producteurs de Lait De Vex-Hermence-les Agetts;Riod ;1987;Hérémence VS;PP;;B;;
64293448;64293448;Milchsammelstelle Leimensteig;Leimensteig ;9054;Haslen AI AI;CC;;B;;
64301093;64301093;Miba Milchverband der Nordwestschweiz Centre de Coulage;Rue du Village 38;2932;Coeuve JU;CC;;B;;
64510087;64510087;Arnold Walker AG  Käserei Aletsch-Goms;Furkastrasse 164;3982;Bitsch VS;PP;;B;;
64513114;64513114;Pico Bio AG, Biologische Lebensmittel Engros;Silbernstrasse 10;8953;Dietikon ZH;PP; CS (0),  MM (V),  MP (V);B, O;;
64663018;64663018;Milchsammelstelle Oberscheidegg; ;3418;Rüegsbach BE;CC;;B;;
64875;64014902;Alpkorporation Seewlenalp;Gutenbrunnen ;3775;Lenk im Simmental BE;PP;;B, C, O;;
65135204;65135204;Vieux Fromages;Chemin de la Ry  17;1893;Muraz (Collombey) VS;PP;;B;;
65197703;65197703;Cooperative Laitière Volleges-Sembrancher-Levron; ;1941;Vollèges VS;PP;;B;;
65263539;65263539;Milchsammelstelle Sand;Sand ;3158;Guggisberg BE;CC;;B;;
65274876;65274876;Milchsammelstelle Horn;Horn 747;3462;Weier im Emmental BE;CC;;B;;
6538;73939168;Milchproduzentenverein Flims;Via Nova 2;7017;Flims Dorf GR;CC;;B;;
65407261;65407261;Sennereigenossenschaft Obergesteln; ;3988;Obergesteln VS;PP;;B;;
65462283;65462283;Sennereigenossenschaft Visperterminen;Dorfstrasse ;3932;Visperterminen VS;PP;;B;;
65510324;65510324;Milchsammelstelle St. Niklaus; ;3924;St. Niklaus VS VS;CC;;B;;
65619738;78175039;Associazione Produttori Latte Chiggiogna; ;6764;Chiggiogna TI;CC;;B;;
65635829;65635829;Milchsammelstelle;Deitingenstrasse 4;4553;Subingen SO;CC;;B;;
65703138;65703138;Schaukäserei Rhone AG;Gliserallee 166;3902;Glis VS;PP;;B;;
65773926;65773926;Coopérative de la laiterie de Brignon;Brignon ;1996;Baar (Nendaz) VS;PP;;B;;
65957625;65957625;Bruno's Best AG;Kägiswilerstrasse 35;6060;Sarnen OW;PP; RW (0),  PP (X);B;;
65966750;65966750;Milchsammelstelle Oberdiessbach;Schulhausstrasse 3;3672;Oberdiessbach BE;CC;;B;;
66102074;66102074;Sennereigenossenschaft Reckingen; ;3998;Reckingen VS VS;PP;;B;;
66147583;66147583;Laiterie Centrale de la Commune d'Evolène; ;1984;Les Haudères VS;PP;;B;;
66202862;71208543;Chäs & Co Käsehandel GmbH;Grubenstrasse 38;8045;Zürich ZH;PP;;B, C, O;;
66203143;66203143;Heidi Krapf Milchsammelstelle;Riggenschwil 899;9248;Bichwil SG;CC;;B;;
66242137;66242137;Milchsammelstelle Krümmenswil;Krümmenswil ;9643;Krummenau SG;CC;;B;;
66375831;66375831;Milchsammelstelle Sevelen;Bahnhofstrasse 65;9475;Sevelen SG;CC;;B;;
66471546;66471546;Miba Milchverband der Nordwestschweiz Centre de Coulage;Grand-Rue 17;2345;Les Breuleux JU;CC;;B;;
67093971;67093971;Swiss Caps AG;Husenstrasse 35;9533;Kirchberg SG;PP; RW (0),  PP (VI),  PP (VIII),  PP (X),  PP (XII),  PP (XIV),  PP (XV);B, C, O;;
67218303;67218303;Appenzeller Ziegenprodukte AG;Jakobsbad 14;9108;Gonten AI;PP;;C;;
67692175;67692175;LAITERIE DU PETIT DIABLE;Rue de la Gare ;1865;Les Diablerets VD;CC;;B;;
68343387;68343387;Milchsammelstelle Betzikon;Rickenstrasse 25;8735;St. Gallenkappel SG;CC;;B;;
68344747;68344747;Milchsammelstelle Starkenbach;Starkenbach ;9656;Alt St. Johann SG;CC;;B;;
68911373;68911373;Milchsammelstelle Goldiwil;Melli 1;3624;Goldiwil BE;CC;;B;;
69378150;69378150;Nordostmilch AG c/o Milchverband Winterthur;Archstrasse 2;8401;Winterthur ZH;CC;;B;;
69523376;69523376;Zincarlin Sagl; ;6835;Morbio Superiore TI;PP;;B, C;;
69691085;69691085;Laiterie du Marché;Michel Sottas Place du marché 2;1450;Ste-Croix VD;CC;;B;;
70087806;70087806;Centre collecteur de Vauderens;Rte de Blessens 9;1675;Vauderens FR;CC;;B;;
70143392;70143392;natürli zürichoberland ag;Frauwisstrasse 8;8493;Saland ZH;PP;;B, C, O;;
70181691;70181691;Società d'alps e chascharia Sent; ;7554;Sent GR;CC;;B, C, O;;
70216328;70216328;Milchsammelstelle;Kornamttstrasse 16;6460;Altdorf UR UR;CC;;B;;
70216595;70216595;Laiteries réunies d'Ayent - Arba; ;1966;Botyre (Ayent) VS;PP;;B;;
70290929;70290929;Rest. de l'Etable Alpage Marais; ;3961;Grimentz VS;PP;;B;;
70382265;70382265;Eric Joly, Fromagerie;Alpage de la Loutze & Chamosentse ;1955;Chamoson VS;PP;;B;;
70549283;70549283;Milchverwertung Nesselnbach;Kapellenweg 1;5524;Nesselnbach AG;CC;;B;;
70554550;70554550;Milchsammelstelle Schmitten;Büchelstrasse 235;8717;Benken SG SG;CC;;B;;
70554896;70554896;Milchsammelstelle Hof Oberkirch;Hof Oberkirch 1 ;8722;Kaltbrunn SG;CC;;B;;
70555156;70555156;Milchsammelstelle Flums;Linden ;8893;Flums Hochwiese SG;CC;;B;;
70555161;70555161;Milchsammelstelle Chäseren;Chäseren ;9105;Schönengrund SG;CC;;B;;
70555219;70555219;Milchsammelstelle Weesen;Marktgasse 4;8872;Weesen SG;CC;;B;;
70555250;70555250;Milchsammelstelle Spreitenbach;Furtstrasse 37;9125;Brunnadern SG;CC;;B;;
70555266;70555266;Milchsammelstelle Algetshausen;Käsereiweg 4;9249;Algetshausen SG;CC;;B;;
70555334;70555334;Milchsammelstelle Hinterhemberg;Hinderhemberg ;9633;Hemberg SG;CC;;B;;
70555381;70555381;Milchsammelstelle Alpstöbli, Mistelegg;Mistelegg ;9633;Hemberg SG;CC;;B;;
70555423;70555423;Milchsammelstelle Buchen;Buchen ;9642;Ebnat-Kappel SG;CC;;B;;
70555444;70555444;Milchsammlestelle Laad-Nesslau;Vorderlaad ;9650;Nesslau SG;CC;;B;;
70555465;70555465;Milchzentrale Ennetbühl;Dorf 1341;9651;Ennetbühl SG;CC;;B;;
70555470;70555470;Milchsammelstelle Stein;Dorf ;9655;Stein SG SG;CC;;B;;
70555507;71050430;Milchsammelstelle Wildhaus;Chuchitobel ;9658;Wildhaus SG;CC;;B;;
70564082;70564082;Milchsammelstelle Quarten;Rüteli ;8883;Quarten SG;CC;;B;;
70564103;70564103;Milchsammelstelle Rüti;Rüti ;9030;Abtwil SG SG;CC;;B;;
70564150;70564150;Peter Pfister Milchsammelstelle;Guggerstrasse 3;9012;St. Gallen SG;CC;;B;;
70728581;70728581;Rinderalp Käserei; ;3762;Erlenbach im Simmental BE;PP;;B, C, O;;
70736823;70736823;Käserei Marbach-Schangnau AG;Dorfstrasse 16;6196;Marbach LU;PP;;B;;
70760669;70760669;Urnäscher Milchspezialitäten AG;Herisauerstrasse 32 32;9107;Urnäsch AR;PP;;B;;
70769572;70769572;Alpkäserei Muscherental;Alp Gantrischli ;1716;Plaffeien FR;PP;;B;;
70792189;70792189;Jolahofkäserei GmbH;Crestas 1;7141;Luven GR;PP;;B;;
70846965;70846965;Milchsammelstelle;Scheibenstrasse 29;4803;Vordemwald AG;CC;;B;;
70927514;70927514;Milchsammelstelle;Laufenstrasse 228;4245;Kleinlützel SO;CC;;B;;
70927556;70927556;Milchsammelstelle Kienberg;Neustrasse ;4468;Kienberg SO;CC;;B;;
70930009;70930009;Milchsammelstelle Seewen;Käsereistrasse  2;4206;Seewen SO SO;CC;;B;;
70930103;70930103;Milchproduzentenverein Beibel;Passwangstrasse 231;4229;Beinwil SO SO;CC;;B;;
70930229;70930229;Milchsammelstelle Deitingen;Käsereistrasse 5;4543;Deitingen SO;CC;;B;;
70930721;70930721;Milchsammelstelle;Bachstrasse 298;4252;Bärschwil SO;CC;;B;;
70930758;70930758;Milchsammelstelle Holderbank;Tiefmattstrasse 28;4718;Holderbank SO SO;CC;;B;;
70931107;70931107;Milchsammelstelle Mümliswil;Dorfstrasse 13;4717;Mümliswil SO;CC;;B;;
70931133;70931133;Milchsammelstelle Fulenbach;Dorfstrasse 23;4629;Fulenbach SO;CC;;B;;
70931175;70931175;Milchsammelstelle Aeschi;Gallishofstrasse 79;4556;Aeschi SO SO;CC;;B;;
70931264;70931264;Milchsammelstelle;Chäsiweg ;4623;Neuendorf SO;CC;;B;;
70931311;70931311;Milchsammelstelle Haag;Spielhofweg 6;2545;Selzach SO;CC;;B;;
70931353;70931353;Milchsammelstelle Staad;Staadstrasse 231;2540;Grenchen SO;CC;;B;;
70932048;70932048;Milchsammelstelle;Kromenstrasse ;8855;Wangen SZ SZ;CC;;B;;
70932556;70932556;Milchsammelstelle Sonne; ;8751;Urnerboden UR;CC;;B;;
70932619;70932619;Milchsammelstelle Vorfrutt; ;8751;Urnerboden UR;CC;;B;;
70935929;70935929;Milchsammelstelle;Kirchweg 1;6468;Attinghausen UR;CC;;B;;
70935960;70935960;Milchsammelstelle Unter Honegg;Unter Honegg ;6373;Ennetbürgen NW;CC;;B;;
70936063;70936063;Milchsammelstelle Edelweiss;Sagendorfstrasse  14;6376;Emmetten NW;CC;;B;;
70937575;70937575;Milchsammelstelle Hostetten;Hostettenstrasse ;6370;Oberdorf NW NW;CC;;B;;
70937643;70937643;Milchsammelstelle Hostatt;Aecherlistrasse ;6064;Kerns OW;CC;;B, C, O, S;;
70937685;70937685;Milchsammelstelle Hostatt; ;6370;Stans NW;CC;;B;;
70937690;70937690;Milchsammelstelle Uchtern; ;6386;Wolfenschiessen NW;CC;;B;;
70937706;70937706;Milchsammelstelle Mettlen; ;6388;Grafenort OW;CC;;B;;
70939965;70939965;Milchsammelstelle Seewli;Seewli ;6363;Obbürgen NW;CC;;B;;
70940866;70940866;Milchsammelstelle Rietli;Obseestrasse 15;6078;Lungern OW;CC;;B, C, O, S;;
70941367;70941367;Käsereigenossenschaft Besenbüren;Zentralstrasse ;5627;Besenbüren AG;CC;;B;;
70941435;70941435;Milchgenossenschaft Herznach und Umgebung;Alte Landstrasse 1;5027;Herznach AG;CC;;B;;
70941566;70941566;Milchverein Leimbach;Bergstrasse ;5733;Leimbach AG AG;CC;;B;;
70941571;70941571;Milchgenossenschaft Möhlin;Hauptstrasse 61;4313;Möhlin AG;CC;;B;;
70941608;70941608;Rast GmbH;Hauptstrasse 46;5037;Muhen AG;CC;;B;;
70941655;70941655;Milchgenossenschaft Oberhof;Dorfstrasse 34;5062;Oberhof AG;CC;;B;;
70944441;70944441;Furrer-Gisler Franz-Heiri;Alp Spilau-Seeli ;6452;Sisikon UR;PP;;B;;
70944483;70944483;Milchgenossenschaft Löhren;Löhren 365;5046;Schmiedrued AG;CC;;B;;
70944546;70944546;Milchsammelstelle;Dorfstrasse ;5462;Siglistorf AG;CC;;B;;
70944567;70944567;Milchsammelstelle;Sägetstrasse ;4802;Strengelbach AG;CC;;B;;
70944588;70944588;Milchgenossenschaft Sulz;Hauptstrasse 78;5085;Sulz AG AG;CC;;B;;
70944609;70944609;Milchgenossenschaft Thalheim;Hauptstrasse ;5112;Thalheim AG AG;CC;;B;;
70944792;70944792;Käsereigenossenschaft Wiliberg;Bergstrasse ;5058;Wiliberg AG;CC;;B;;
70944939;70944939;Milch- und Landwirtschaftliche Konsumgenossenschaft Wil AG;Mitteldorfstrasse ;5276;Wil AG AG;CC;;B;;
70945293;70945293;Milchgenossenschaft Aarburg;Bahnhofstrasse 6;4663;Aarburg AG;CC;;B;;
70945361;70945361;Milchgenossenschaft Mandach;Hauptstrasse ;5318;Mandach AG;CC;;B;;
70946192;70946192;Milchsammelstelle Elm;Unterdorf ;8767;Elm GL;CC;;B;;
70946213;70946213;Milchsammelstelle Engi;Dörfli ;8765;Engi GL;CC;;B;;
70946255;70946255;Milchsammelstelle Filzbach;Schwändi ;8757;Filzbach GL;CC;;B;;
70946276;70946276;Milchsammelstelle Schwanden;Grundstrasse 2;8762;Schwanden GL GL;CC;;B;;
70952971;70952971;Milchsammelstelle Oberurnen;Poststrasse 16;8868;Oberurnen GL;CC;;B;;
70954832;70954832;Milchsammelstelle Egg;Egg ;9054;Haslen AI AI;CC;;B;;
70954895;63460021;Milchsammelstelle Gontenbad;Gontenbad ;9108;Gonten AI;CC;;B;;
70955019;70955019;Milchsammelstelle  Alpenrose Buchberg;Buchberg ;9064;Hundwil AR;CC;;B;;
70955113;70955113;Milchsammelstelle Tal;Nürigstrasse 10;9107;Urnäsch AR;CC;;B;;
70955202;70955202;Milchsammelstelle Scheidweg;Scheidweg ;9104;Waldstatt AR;CC;;B;;
70959605;70959605;Milchsammelstelle Gmünder;Jakob Signer-Strasse ;9050;Appenzell AI;CC;;B;;
70960045;70960045;Milchsammelstelle Dorf;Dorf ;9108;Gonten AI;CC;;B;;
70960155;70960155;Milchsammelstelle Tanne;Vorderhaslen  22;9054;Haslen AI AI;CC;;B;;
70960328;70960328;Milchsammelstelle Niederbühl;Niederbühl ;9064;Hundwil AR;CC;;B;;
70960595;70960595;Milchsammelstelle Brülisau;Am Brüelbach  1;9058;Brülisau AI;CC;;B;;
70960857;70960857;Milchsammelstelle Burglauenen;Schulhaus ;3816;Burglauenen BE;CC;;B;;
70962351;70962351;Milchsammelstelle Schiltberg; ;3150;Schwarzenburg BE;CC;;B;;
70962503;70962503;Milchsammelstelle Wilderswil;Mühlenenstrasse 2;3812;Wilderswil BE;CC;;B;;
70962592;70962592;Milchsammelstelle Brenzikofen;Stationsstrasse 3;3671;Brenzikofen BE;CC;;B;;
70962629;70962629;Milchsammelstelle Buchen;Buchen ;3623;Horrenbach BE;CC;;B;;
70962681;70962681;Milchsammelstelle Gerbehof;Gerbehof 2;3465;Dürrenroth BE;CC;;B;;
70962718;70962718;Milchsammelstelle Neuenschwand; ;3536;Aeschau BE;CC;;B;;
70965195;70965195;Milchsammelstelle Schlosswil; ;3082;Schlosswil BE;CC;;B;;
70965420;70965420;Milchsammelstelle Sigriswil;Tellweg 24;3654;Gunten BE;CC;;B;;
70965457;70965457;Milchsammelstelle Stalden;Leimgrubenstrasse ;3510;Konolfingen BE;CC;;B;;
70965499;70965499;Milchsammelstelle Ursellen; ;3510;Konolfingen BE;CC;;B;;
70965551;70965551;Milchsammelstelle Hinterbiembach; ;3419;Biembach BE;CC;;B;;
70969095;70969095;Milchsammelstelle Egg;Oberegg ;3553;Gohl BE;CC;;B;;
70969273;70969273;Milchsammelstelle Freimettigen; ;3510;Konolfingen BE;CC;;B;;
70969341;70969341;Milchsammelstelle Gomerkinden;Obergomerkinden 155;3415;Schafhausen im Emmental BE;CC;;B;;
70969514;70969514;Milchsammelstelle Herolfingen;Herolfingen ;3503;Gysenstein BE;CC;;B;;
70969645;70969645;Milchsammelstelle Känelthal; ;3531;Oberthal BE;CC;;B;;
70969797;70969797;Milchsammelstelle Möschberg;Möschberg ;3506;Grosshöchstetten BE;CC;;B;;
70970017;70970017;Milchsammelstelle Riebelberghöhle;Riebelberghöhle 444;3436;Zollbrück BE;CC;;B;;
70970216;70970216;Milchsammelstelle Aebersold;Abersold ;3504;Oberhünigen BE;CC;;B;;
70970258;70970258;Milchsammelstelle Innertkirchen;Grundeystrasse 9;3862;Innertkirchen BE;CC;;B;;
70970284;70970284;Milchsammelstelle Heimigen;Heimige 65e;4954;Wyssachen BE;CC;;B;;
70970326;70970326;Milchsammelstelle Hälfligen;Hälfligen 88;3465;Dürrenroth BE;CC;;B;;
70970352;70970352;Milchsammelstelle Gsteig;Dorf ;3785;Gsteig b. Gstaad BE;CC;;B;;
70970441;70970441;Milchsammelstelle Ferrenberg;Ferrenberg ;3474;Rüedisbach BE;CC;;B;;
70970588;70970588;Milchsammelstelle Elisried; ;3152;Mamishaus BE;CC;;B;;
70970614;70970614;Milchsammelstelle Breitstein;Holz ;3504;Niederhünigen BE;CC;;B;;
70973856;70973856;Milchsammelstelle Adelboden;Kreuzgasse 12;3715;Adelboden BE;CC;;B;;
70973882;70973882;Milchsammelstelle Turbach;Dorf ;3781;Turbach BE;CC;;B;;
70973924;70973924;Milchsammelstelle Ried-Schlosswil;Lochiweg 457;3082;Schlosswil BE;CC;;B;;
70974048;70974048;Milchsammelstelle Sangernboden;Dorf ;1738;Sangernboden BE;CC;;B;;
70974231;70974231;Milchsammelstelle Pfaffenmoos;Pfaffenmoosstrasse 67;3537;Eggiwil BE;CC;;B;;
70974446;70974446;Milchsammelstelle Oberscheidegg;Loch 323;3418;Rüegsbach BE;CC;;B;;
70974535;70974535;Milchsammelstelle Horben;Horben ;3536;Aeschau BE;CC;;B;;
70974556;70974556;Milchsammelstelle Niederhünigen;Dorf 25;3504;Niederhünigen BE;CC;;B;;
70974582;70974582;Milchsammelstelle Otterbach;Kürze/Otterbach ;3673;Linden BE;CC;;B;;
70974645;70974645;Milchsammelstelle Bumbach;Bumbach ;6197;Schangnau BE;CC;;B;;
70975104;70975104;Milchsammelstelle Höhlen;Höhlen ;3148;Lanzenhäusern BE;CC;;B;;
70975146;70975146;Milchsammelstelle Krattigen;Dorfstrasse 4;3704;Krattigen BE;CC;;B;;
70975188;70975188;Milchsammelstelle Guttannen;Bei Post ;3864;Guttannen BE;CC;;B;;
70975240;70975240;Milchsammelstelle Gmünden;Gmünden ;3553;Gohl BE;CC;;B;;
70975324;70975324;Milchsammelstelle Milken;Dorf 12;3157;Milken BE;CC;;B;;
70975481;70975481;Milchsammelstelle Martinsegg;Martinsegg 233;3538;Röthenbach im Emmental BE;CC;;B;;
70975544;70975544;Milchsammelstelle Lauenen;Dorf ;3782;Lauenen b. Gstaad BE;CC;;B;;
70975696;70975696;Milchsammelstelle Därstetten; ;3763;Därstetten BE;CC;;B;;
70976092;70976092;Milchsammelstelle Erlenbach;Farb ;3762;Erlenbach im Simmental BE;CC;;B;;
70976202;70976202;Milchsammelstelle Oberried;Oberried 1258;3145;Niederscherli BE;CC;;B;;
70976244;70976244;Milchsammelstelle Niederscherli;Schwarzenburgstrasse 824;3145;Niederscherli BE;CC;;B;;
70976307;70976307;Milchsammelstelle Oberstocken;Wolfbuchen ;3632;Oberstocken BE;CC;;B;;
70976380;70976380;Milchsammelstelle Oberwil;Dorf ;3765;Oberwil im Simmental BE;CC;;B;;
70976417;70976417;Milchsammelstelle Schlatt; ;3144;Gasel BE;CC;;B;;
70976464;70976464;Milchsammelstelle St. Stephan;Dorf ;3772;St. Stephan BE;CC;;B;;
70976490;70976490;Milchsammelstelle Weissenburg-Bio;Hauptstrasse ;3764;Weissenburg BE;CC;;B;;
70976752;70976752;Milchsammelstelle Bareichten;Hubel/Aeschlen ;3672;Oberdiessbach BE;CC;;B;;
70976904;70976904;Milchsammelstelle Beatenberg-Waldegg; ;3803;Beatenberg BE;CC;;B;;
70977138;70977138;Milchsammelstelle Bruch-Zughalten; ;3614;Unterlangenegg BE;CC;;B;;
70977185;70977185;Milchsammelstelle Endorf;Endorfstrasse 41;3655;Sigriswil BE;CC;;B;;
70977190;70977190;Milchsammelstelle Fuhrlimatten; ;3452;Grünenmatt BE;CC;;B;;
70977227;70977227;Milchsammelstelle Habkern; ;3804;Habkern BE;CC;;B;;
70977295;70977295;Milchsammelstelle Kapfern;Kapfern ;3619;Eriz BE;CC;;B;;
70977300;70977300;Milchsammelstelle Kappelenmatt;Dorf ;3456;Trachselwald BE;CC;;B;;
70977321;70977321;Milchsammelstelle Leinbützen;Leinbützen 302;3418;Rüegsbach BE;CC;;B;;
70977342;70977342;Milchsammelstelle Lütschental;Lehmatte ;3816;Lütschental BE;CC;;B;;
70982426;70982426;Milchsammelstelle Rünkhofen;Rünkhofen ;3533;Bowil BE;CC;;B;;
70993061;70993061;Milchsammelstelle Liebewil;Liebewilstrasse 156;3173;Oberwangen b. Bern BE;CC;;B;;
70993077;70993077;Milchsammelstelle Oberwichtrach;Bernstrasse 1;3114;Wichtrach BE;CC;;B;;
70993119;70993119;Milchsammelstelle Eichmatt;Eichmatt ;3155;Helgisried-Rohrbach BE;CC;;B;;
70993145;70993145;Milchsammelstelle;Faltschen ;3713;Reichenbach im Kandertal BE;CC;;B;;
70993150;70993150;Milchsammelstelle Hohfluh; ;6083;Hasliberg-Hohfluh BE;CC;;B;;
70993166;70993166;Milchsammelstelle Reuti; ;6086;Hasliberg-Reuti BE;CC;;B;;
70996591;70996591;Milchsammelstelle Oey-Latterbach; ;3753;Oey BE;CC;;B;;
70996633;70996633;Milchsammelstelle Reichenbach;Hauptstrasse ;3713;Reichenbach im Kandertal BE;CC;;B;;
70996717;70996717;Milchsammelstelle Scharnachtal;Thürli ;3722;Scharnachtal BE;CC;;B;;
70996764;70996764;Milchsammelstelle Zwischenflüh;Post ;3756;Zwischenflüh BE;CC;;B;;
70996874;70996874;Milchsammelstelle;Hinterdorf 2;2577;Siselen BE BE;CC;;B;;
70996916;70996916;Milchsammelstelle Thierachern;Blumensteinstrasse 11;3634;Thierachern BE;CC;;B;;
70998028;70998028;Milchsammelstelle Heiligenschwendi;Dörfli 153;3625;Heiligenschwendi BE;CC;;B;;
70998054;70998054;Milchsammelstelle Mittelhäusern;Sensenmattstrasse 349;3147;Mittelhäusern BE;CC;;B;;
70998164;70998164;Milchsammelstelle Hühnerbach- Schleifacker;Schleifacker 202;3550;Langnau im Emmental BE;CC;;B;;
70998206;70998206;Milchsammelstelle Hühnerbach- Altenei;Altenei 218;3550;Langnau im Emmental BE;CC;;B;;
70998405;70998405;Milchsammelstelle Sumiswald- Gammenthal;Spitalstrasse 19;3454;Sumiswald BE;CC;;B;;
70998447;70998447;Au P'tit Lait Sàrl;Grand-Rue 34;2745;Grandval BE;CC;;B;;
70998489;70998489;Laiterie Champoz;Les Grands Clos ;2735;Champoz BE;CC;;B;;
70998520;70998520;Centre de coulage Bavalta;Route de Sorvilier ;2736;Sorvilier BE;CC;;B;;
70998583;70998583;Milchsammelstelle Fuhren;Käserei Fuhren ;3472;Wynigen BE;CC;;B;;
70998625;70998625;Milchsammelstelle Aeschbach;Aeschbach ;3419;Biembach BE;CC;;B;;
70998630;70998630;Milchsammelstelle Boltigen;Bahnhofstrasse ;3766;Boltigen BE;CC;;B;;
70998646;70998646;Milchsammelstelle Gassen;Gassen 184;3463;Häusernmoos im Emmental BE;CC;;B;;
71007409;71007409;Milchsammelstelle Rüegsauschachen;Rüegsaustrasse 27;3415;Rüegsauschachen BE;CC;;B;;
71007477;71007477;Milchsammelstelle Siehen;Siehen ;3537;Eggiwil BE;CC;;B;;
71007503;71007503;Milchsammelstelle Aussereriz;Losenegg ;3619;Eriz BE;CC;;B;;
71007524;71007524;Milchsammelstelle Heimiswil Dorf;Kirchmatte ;3412;Heimiswil BE;CC;;B;;
71007571;71007571;Milchsammelstelle Inner-Eriz; ;3619;Eriz BE;CC;;B;;
71007608;71007608;Milchsammelstelle Schmocken;Hauptstrasse ;3803;Beatenberg BE;CC;;B;;
71007723;71007723;Milchsammelstelle Schwanden;Boden ;3657;Schwanden BE;CC;;B;;
71007770;71007770;Milchsammelstelle Wiler-Sigriswil;Wiler ;3655;Sigriswil BE;CC;;B;;
71007828;71007828;Milchsammelstelle Hartlisberg;Hartlisbergstrasse 38;3612;Steffisburg BE;CC;;B;;
71007849;71007849;Milchsammelstelle Oberemberg; ;3617;Fahrni b. Thun BE;CC;;B;;
71007938;71007938;Milchsammelstelle Kallnach;Bergstrasse ;3283;Kallnach BE;CC;;B;;
71007990;71007990;Milchsammelstelle Hollernscheuer; ;3551;Oberfrittenbache BE;CC;;B;;
71008580;71008580;Milchsammelstelle Schwenden;Tiermatti ;3757;Schwenden im Diemtigtal BE;CC;;B;;
71008968;71008968;Milchsammelstelle Konolfingen-Dorf;Oberdorfstrasse ;3510;Konolfingen BE;CC;;B;;
71009275;71009275;Milchsammelstelle Fischbach;Fischbach ;3538;Röthenbach im Emmental BE;CC;;B;;
71009296;71009296;Milchsammelstelle Gaicht;Gaicht ;2513;Twann BE;CC;;B;;
71009322;71009322;Milchsammelstelle Schwendibach;Bei der Käserei ;3624;Schwendibach BE;CC;;B;;
71009343;71009343;Milchsammelstelle Saxeten;Milchhaus ;3813;Saxeten BE;CC;;B;;
71009390;71009390;Milchsammelstelle Tschingel;Dorf ;3656;Tschingel BE;CC;;B;;
71009500;71009500;Milchsammelstelle Bowil;Käserei ;3533;Bowil BE;CC;;B;;
71009579;71009579;Milchsammelstelle Höfen;Kistlern 41;3631;Höfen b. Thun BE;CC;;B;;
71009673;71009673;Laiterie Orvin;Route d'Evilard 2;2534;Orvin BE;CC;;B;;
71009795;71009495;Milchsammelstelle Rüedisbach;Dorf 26;3474;Rüedisbach BE;CC;;B;;
71009825;71009825;Milchsammelstelle Biberen;Biberen ;3206;Biberen BE;CC;;B;;
71009830;71009830;Milchsammelstelle Neuegg;Neuegg 345;3454;Sumiswald BE;CC;;B;;
71009851;71009851;Milchsammelstelle Glasbach;Glasbach 56;4938;Rohrbachgraben BE;CC;;B;;
71009888;71009888;Milchsammelstelle Hirsegg;Käserei Hirsegg ;3412;Heimiswil BE;CC;;B;;
